gene_name	uniprot_id	length	Hk
fepD	P23876	334	0
mdtG	P25744	408	0
holA	P28630	343	1
menC	P29208	320	0
yaaJ	P30143	476	0
yafC	P30864	304	0
yieL	P31471	389	1
yadE	P31666	409	0
fdoG	P32176	1016	0
ptsA	P32670	833	0
mdtN	P32716	343	0
ralR	P33229	64	0
yehP	P33352	378	0
dtpB	P36837	489	0
slp	P37194	188	1
modA	P37329	257	0
xylF	P37387	330	0
bcsA	P37653	872	0
yiaO	P37676	328	0
ulaD	P39304	216	0
tamB	P39321	1259	0
iadA	P39377	390	0
yjiM	P39384	383	0
mdoD	P40120	551	0
agaI	P42912	251	0
hisQ	P52094	228	0
rstA	P52108	239	0
ydbK	P52647	1174	0
rzoD	P58041	60	0
tatA	P69428	89	0
yaiS	P71311	185	1
rzpD	P75719	153	0
ybhM	P75769	237	0
opgE	P75785	527	0
rutE	P75894	196	0
rluE	P75966	217	0
ycjY	P76049	306	0
paaC	P76079	248	1
ydfK	P76154	77	0
ydjY	P76220	225	0
ynjI	P76228	346	0
yebW	P76275	63	0
thiM	P76423	262	0
nemA	P77258	365	0
ybaP	P77301	264	1
mppA	P77348	537	0
wzxC	P77377	492	0
citC	P77390	352	0
hokB	P77494	49	0
allD	P77555	349	0
ygeG	Q46787	163	0
xdhC	Q46801	159	0
ygbN	Q46892	454	0
ygcN	Q46904	423	0
ymiB	C1P5Z9	34	0
phrB	P00914	472	1
ilvY	P05827	297	0
dut	P06968	152	1
fdhF	P07658	715	0
fhuC	P07821	265	0
glgC	P0A6V1	431	0
rppH	P0A776	176	0
rplK	P0A7J7	142	0
rpiA	P0A7Z0	219	0
ruvA	P0A809	203	0
xseB	P0A8G9	80	0
yggX	P0A8P3	91	0
entH	P0A8Y8	137	0
cfa	P0A9H7	382	0
allH	P0AAS5	271	1
bssR	P0AAY1	127	0
yccX	P0AB65	92	0
betT	P0ABC9	677	0
ftsW	P0ABG4	414	1
cydA	P0ABJ9	522	1
flgG	P0ABX5	260	0
hemB	P0ACB2	324	1
lapA	P0ACV4	102	1
pyrL	P0AD83	44	0
yhfA	P0ADX1	134	0
mglB	P0AEE5	332	1
rssB	P0AEV1	337	1
yjdI	P0AF59	76	0
narX	P0AFA2	598	0
ybgI	P0AFP6	247	0
yeiW	P0AFT8	84	0
rusA	P0AG74	120	1
pstS	P0AG82	346	0
ffh	P0AGD7	453	1
trkA	P0AGI8	458	0
degP	P0C0V0	474	0
yfjU	P0CF86	104	0
yibX	P0DSH3	80	0
zraR	P14375	441	0
minC	P18196	231	0
ybdZ	P18393	72	0
yciE	P21363	168	0
ycaC	P21367	208	1
rne	P21513	1061	1
cadC	P23890	512	0
folK	P26281	159	1
waaJ	P27129	338	0
yjaZ	P27375	179	0
cyaY	P27838	106	0
yigE	P27840	254	0
qorA	P28304	327	0
csgA	P28307	151	0
rnt	P30014	215	1
eptA	P30845	547	0
yafE	P30866	207	1
yidL	P31449	297	0
yjbL	P32693	84	1
yjcF	P32704	430	0
alsK	P32718	309	0
mlrA	P33358	243	0
yehW	P33359	243	0
ybbC	P33668	122	1
yejF	P33916	529	0
arfA	P36675	72	0
rsmB	P36929	429	0
clcA	P37019	473	0
rpiB	P37351	149	0
znuA	P39172	310	0
ulaF	P39306	228	0
ytfI	P39317	312	1
iraD	P39375	130	0
yjiJ	P39381	392	0
yjiV	P39393	906	0
rihA	P41409	311	0
dgcN	P46139	408	0
yfjJ	P52125	208	0
yfjQ	P52132	273	0
yqhA	P67244	164	1
malG	P68183	296	0
citD	P69330	98	0
wcaD	P71238	405	0
gloC	P75849	215	0
dhaL	P76014	210	1
ydfU	P76162	349	0
clcB	P76175	418	0
yfaS	P76464	1367	0
ypdF	P76524	361	0
yfgJ	P76575	71	0
yfgM	P76576	206	0
rsxE	P77179	231	0
murP	P77272	474	0
hyfF	P77437	526	0
mhpF	P77580	316	0
hyfI	P77668	252	0
thiI	P77718	482	0
ygeI	Q46789	72	0
yqeF	Q46939	393	0
dinJ	Q47150	86	0
yjhV	Q47719	137	0
ypfM	A5A621	19	0
nrdA	P00452	761	1
ivbL	P03061	32	0
recN	P05824	553	0
fhuA	P06971	747	0
leuS	P07813	860	1
purM	P08178	345	0
purN	P08179	212	0
ddlA	P0A6J8	364	0
deoC	P0A6L0	259	0
dtd	P0A6M4	145	0
fusA	P0A6M8	704	1
rpmI	P0A7Q1	65	0
rpsH	P0A7W7	130	1
tatE	P0A843	67	0
tnaA	P0A853	471	0
yeeX	P0A8M6	109	0
rraA	P0A8R0	161	0
yafD	P0A8U2	266	0
ompX	P0A917	171	0
cysB	P0A9F3	324	0
cueR	P0A9G4	135	0
modE	P0A9G8	262	0
deaD	P0A9P6	629	0
yeaY	P0AA91	193	0
ymcE	P0AAA5	76	0
dcuB	P0ABN9	446	0
kdsC	P0ABZ4	188	0
prmC	P0ACC1	277	1
tesA	P0ADA1	208	0
yjjY	P0ADD9	46	0
acrA	P0AE06	397	0
cysG	P0AEA8	457	0
fruK	P0AEW9	312	0
moaB	P0AEZ9	170	0
ppx	P0AFL6	513	0
pspB	P0AFM9	74	0
mltF	P0AGC5	518	0
insB1	P0CF25	167	0
ldrC	P0DPD1	35	0
ysdE	P0DSH6	24	0
ftsY	P10121	497	1
glnQ	P10346	240	0
tdcR	P11866	72	1
fecA	P13036	774	0
mcrC	P15006	348	0
rhsD	P16919	1426	0
rihC	P22564	304	0
malY	P23256	390	0
eco	P23827	162	0
emrE	P23895	110	0
acrD	P24177	1037	0
pheP	P24207	458	0
gabP	P25527	466	0
rhaT	P27125	344	0
moaE	P30749	150	0
radD	P33919	586	0
hofB	P36645	461	0
fluC	P37002	127	1
yadK	P37016	198	0
fxsA	P37147	158	0
ydhC	P37597	403	0
yiaT	P37681	246	0
yjhE	P39355	82	0
obgE	P42641	390	1
yhcF	P45422	238	1
yhfX	P45550	387	0
yggR	P52052	326	0
ygcE	P55138	492	0
yrhD	P58037	51	0
rapA	P60240	968	0
rsmH	P60390	313	1
rplC	P60438	209	1
hisH	P60595	196	0
rcnB	P64534	112	0
yfiR	P64548	172	0
eutT	P65643	267	0
fruB	P69811	376	0
hda	P69931	233	1
ybhG	P75777	332	0
ycgM	P76004	219	1
ycgV	P76017	955	0
pqqU	P76115	700	0
hprR	P76340	223	0
yegI	P76393	648	0
yfdN	P76510	164	0
ydhT	P77147	270	0
cusF	P77214	110	0
yddL	P77519	96	0
peaD	P77528	78	0
yfcJ	P77549	392	0
ecpC	P77802	841	0
hyuA	Q46806	461	0
yghD	Q46832	178	0
ygcS	Q46909	445	0
nac	Q47005	305	0
yafN	Q47156	97	0
quuD	Q47274	127	0
dgoA	Q6BF16	205	0
dgoD	Q6BF17	382	0
ydgU	A5A617	27	0
ypdI	O32528	91	0
pdxB	P05459	378	0
aceF	P06959	630	1
rnd	P09155	375	0
argR	P0A6D0	156	1
dapA	P0A6L2	292	1
gpsA	P0A6S7	339	0
yciB	P0A710	179	1
minE	P0A734	88	0
nanE	P0A761	229	0
recA	P0A7G6	353	0
rpsM	P0A7S9	118	1
sucC	P0A836	388	0
pheA	P0A9J8	386	0
fklB	P0A9L3	206	0
ftsE	P0A9R7	222	1
truC	P0AA41	260	0
clsB	P0AA84	413	0
yafK	P0AA99	246	0
ybdG	P0AAT4	415	0
ycaR	P0AAZ7	60	0
dgkA	P0ABN1	122	0
dcuA	P0ABN5	433	0
dinI	P0ABR1	81	0
fliL	P0ABX8	154	1
fliT	P0ABY2	121	0
mprA	P0ACR9	176	0
yfhG	P0AD44	237	0
tnaC	P0AD89	24	0
nepI	P0ADL1	396	0
yidH	P0ADM0	115	0
metF	P0AEZ1	296	0
yjfJ	P0AF78	232	0
yjfN	P0AF82	91	0
seqA	P0AFY8	181	1
ubiX	P0AG03	189	1
rhtB	P0AG34	206	0
rplQ	P0AG44	127	0
uhpT	P0AGC0	463	0
xylE	P0AGF4	491	0
tdcB	P0AGF6	329	0
entE	P10378	536	0
yhaC	P11864	395	0
dgt	P15723	505	0
tus	P16525	309	1
glmS	P17169	609	1
ubiG	P17993	240	1
insJ	P19768	173	0
arpA	P23325	728	0
nadR	P27278	410	0
sdaB	P30744	455	0
emrD	P31442	394	0
djlA	P31680	271	0
nudC	P32664	257	0
tsuB	P33014	75	0
fliR	P33135	261	0
napA	P33937	828	0
hemF	P36553	299	0
rlmA	P36999	269	0
yjeJ	P39279	289	0
idnR	P39343	332	0
yjhF	P39357	449	0
symE	P39394	113	0
agaV	P42904	157	1
yhcD	P45420	793	0
yfjT	P52135	155	0
ypjJ	P58033	66	0
can	P61517	220	1
yqgB	P64567	43	0
yghR	P64572	252	0
yhaH	P64590	121	0
zapE	P64612	375	0
ygdI	P65292	75	0
yhgN	P67143	197	0
yfeO	P67729	418	0
potA	P69874	378	0
elfC	P75857	866	0
sxy	P75869	209	0
rutF	P75893	164	0
yceJ	P75925	188	0
ymfI	P75972	113	1
iraM	P75987	107	1
intR	P76056	411	0
drpB	P76334	100	0
yfbP	P76486	282	0
yfdF	P76505	352	0
yqcE	P77031	425	0
ybeQ	P77234	325	0
ykgE	P77252	239	0
ybeT	P77296	184	0
pdeB	P77473	516	0
sutR	P77626	178	1
yfdK	P77656	146	0
ybdO	P77746	300	0
yoeF	Q2EES3	118	0
yobH	Q2MB16	79	0
pppA	Q46836	269	0
ydfE	Q47138	306	0
perR	Q57083	297	0
thiS	O32583	66	0
ansB	P00805	348	1
lysA	P00861	420	0
lysR	P03030	311	0
ftsQ	P06136	276	1
glpT	P08194	452	0
rhaR	P09378	282	0
aroL	P0A6E1	174	0
kdsA	P0A715	284	0
pfkA	P0A796	320	0
pyrE	P0A7E3	213	0
rplI	P0A7R1	149	0
yccT	P0A8X4	220	0
yidA	P0A8Y5	270	0
ompA	P0A910	346	0
cysE	P0A9D4	273	1
yrdA	P0A9W9	184	0
ypdA	P0AA93	565	0
galF	P0AAB6	297	1
uspD	P0AAB8	142	0
cadB	P0AAE8	444	0
dgcC	P0AAP1	371	0
frmR	P0AAP3	91	1
ybfE	P0AAU7	97	0
gltA	P0ABH7	427	0
nrdH	P0AC65	81	1
melR	P0ACH8	302	0
fumD	P0ACX5	69	0
ydjA	P0ACY1	183	1
kbp	P0ADE6	149	1
zapA	P0ADS2	109	0
yajC	P0ADZ7	110	0
csgF	P0AE98	138	0
mtlR	P0AF10	195	0
yjbQ	P0AF48	138	0
nuoJ	P0AFE0	184	0
rbsC	P0AGI1	321	0
insA3	P0CF09	91	0
yahV	P0DPN0	24	0
yecU	P0DPP3	58	0
yfiS	P0DSG1	20	0
yzcX	P11291	161	0
iclR	P16528	274	0
narY	P19318	514	0
recJ	P21893	577	0
dacB	P24228	477	0
gabD	P25526	482	0
gppA	P25552	494	0
aldA	P25553	479	0
sthA	P27306	466	0
tatD	P27859	260	0
sseA	P31142	281	0
yicH	P31433	569	0
yidJ	P31447	497	0
rpnC	P31665	300	0
yiiQ	P32160	199	0
yiiS	P32162	99	0
nrfF	P32711	127	0
mdtP	P32714	488	0
pgm	P36938	546	0
yhiN	P37631	400	0
yhjJ	P37648	498	0
yjdF	P39270	209	0
yjiK	P39382	286	0
lgoT	P39398	453	0
rlmG	P42596	378	0
yhaM	P42626	436	0
frlR	P45544	243	0
yhfY	P45551	120	0
hofM	P45753	259	0
gspL	P45763	387	0
mtgA	P46022	242	0
cydX	P56100	37	0
hisL	P60995	16	0
yebY	P64506	113	1
yeiS	P64536	79	0
gadA	P69908	466	0
ecpR	P71301	196	0
chiQ	P75734	108	1
ybfL	P75741	378	0
ybiV	P75792	271	0
gfcC	P75883	248	0
nagZ	P75949	341	0
lolE	P75958	414	1
bluR	P75989	243	0
insH5	P76071	326	1
tam	P76145	252	0
ydhV	P76192	700	0
ydiV	P76204	237	0
dgcJ	P76237	496	0
yfbK	P76481	575	0
maeB	P76558	759	0
yaiT	P77199	968	0
rsxG	P77285	206	0
ybdR	P77316	412	0
dpiB	P77510	552	0
yagK	P77657	208	0
gnsB	P77695	57	0
ispD	Q46893	236	1
yaiP	Q47536	398	0
pmrR	G3MTW7	29	0
srlB	P05706	123	0
hsdS	P05719	464	0
ebgR	P06846	327	0
araB	P08204	566	0
tfaE	P09153	200	0
nagE	P09323	648	0
gltB	P09831	1486	0
ackA	P0A6A3	400	1
glsA2	P0A6W0	308	0
pgk	P0A799	387	1
ygfB	P0A8C4	192	1
ybbA	P0A9T8	228	0
glnB	P0A9Z1	112	0
ydgI	P0AAE5	460	0
ynfG	P0AAJ1	205	1
lpoB	P0AB38	213	0
elbB	P0ABU5	217	0
hokD	P0ACG6	51	0
pgpC	P0AD42	211	0
ygaC	P0AD53	114	0
ecnB	P0ADB7	48	0
yhhA	P0ADX7	146	0
corC	P0AE78	292	0
creA	P0AE91	157	0
cyoE	P0AEA5	296	0
arcB	P0AEC3	778	0
dsbA	P0AEG4	208	1
hdeD	P0AET5	190	0
tsaE	P0AF67	153	1
parC	P0AFI2	752	1
purE	P0AG18	169	0
rlmE	P0C0R7	209	0
yjiP	P0DP21	103	0
leuO	P10151	314	0
narK	P10903	463	0
priA	P17888	732	1
argD	P18335	406	0
fruA	P20966	563	0
ydfC	P21418	72	0
fliO	P22586	121	0
ppsA	P23538	792	0
yffB	P24178	118	1
hypE	P24193	336	0
yeiB	P25747	385	0
waaO	P27128	339	0
glmM	P31120	445	0
adeQ	P31440	444	0
cbrC	P31469	195	0
panC	P31663	283	0
yibI	P32108	120	0
yihR	P32139	308	0
lldP	P33231	551	0
asr	P36560	102	0
bcsC	P37650	1157	0
yddE	P37757	297	1
rluB	P37765	291	1
yfhH	P37767	282	0
nanX	P39352	405	0
patA	P42588	459	0
yhbX	P42640	541	0
php	P45548	292	0
dxr	P45568	398	1
hcxA	P45579	362	0
hofP	P45750	134	0
yfjW	P52138	567	0
blr	P56976	41	0
mukF	P60293	440	1
rcnR	P64530	90	1
alaE	P64550	149	0
yrfG	P64636	222	0
yfcE	P67095	184	0
yobD	P67601	152	0
gatA	P69828	150	0
yaaW	P75617	237	0
ycdZ	P75916	163	1
ycfT	P75955	357	0
oppD	P76027	337	1
ynbC	P76092	585	0
yncE	P76116	353	1
ydgH	P76177	314	0
ynjB	P76223	388	0
yodB	P76345	176	0
yegJ	P76394	153	0
yffO	P76546	138	1
tmcA	P76562	671	0
yphH	P76586	397	0
ypjC	P76613	160	1
guaD	P76641	439	0
yqiJ	P76657	209	0
allG	P77129	419	0
zipA	P77173	328	1
sfmD	P77468	867	0
prpB	P77541	296	0
astC	P77581	406	0
ydeQ	P77588	304	0
ybcM	P77634	265	0
sufA	P77667	122	1
ybdL	P77806	386	0
yjhX	Q2EEU2	85	0
yojO	A5A619	54	0
ykgR	C1P5Z8	33	0
metB	P00935	386	0
manA	P00946	391	0
glnS	P00962	554	1
alkA	P04395	282	0
btuB	P06129	614	0
melA	P06720	451	0
argF	P06960	334	0
cheA	P07363	654	0
glpG	P09391	276	0
hemA	P0A6X1	418	0
dnaK	P0A6Y8	638	1
tpx	P0A862	168	0
yjjG	P0A8Y1	225	0
tas	P0A9T4	346	0
dgoT	P0AA76	430	0
uspE	P0AAC0	316	0
ybfA	P0AAU2	68	0
kbl	P0AB77	398	0
mreD	P0ABH4	162	0
cyoA	P0ABJ1	315	0
ccmB	P0ABL8	220	0
ccmC	P0ABM1	245	0
menB	P0ABU0	285	0
ftsX	P0AC30	352	0
fucR	P0ACK8	243	0
yjdC	P0ACU7	191	0
yecJ	P0AD10	83	0
guaB	P0ADG7	488	0
trmJ	P0AE01	246	0
exoX	P0AEK0	220	0
fliA	P0AEM6	239	0
ftsL	P0AEN4	121	1
sanA	P0AFY2	239	0
trkH	P0AFZ7	483	0
sodB	P0AGD3	193	0
xylH	P0AGI4	393	0
mltC	P0C066	359	0
ymgM	P0DPO0	67	0
ynfP	P0DPP1	36	0
yqhJ	P0DSG4	19	0
dnaE	P10443	1160	1
fucP	P11551	438	0
proW	P14176	354	0
recQ	P15043	609	0
aroE	P15770	272	0
aroP	P15993	457	0
phnC	P16677	262	0
yjdN	P16681	147	0
parE	P20083	630	1
aspS	P21889	590	1
mglC	P23200	336	0
pssA	P23830	451	1
crl	P24251	133	0
yfeD	P27238	130	0
gcvT	P27248	364	0
mbiA	P28697	161	0
nadC	P30011	297	0
moaA	P30745	329	0
yieH	P31467	221	0
setA	P31675	392	0
nnr	P31806	515	0
mobB	P32125	175	0
yihF	P32128	476	0
rhaA	P32170	419	0
pflD	P32674	765	0
aidB	P33224	541	0
yehE	P33344	93	0
mdtD	P36554	471	0
rfbX	P37746	415	0
ygcB	P38036	888	0
torT	P38683	342	0
yfcC	P39263	506	0
sgcQ	P39364	268	0
sgcX	P39366	373	0
yjiR	P39389	470	0
mzrA	P42615	127	1
kefB	P45522	601	0
yfeN	P45564	254	0
yggP	P52048	425	0
zntB	P64423	327	0
rsmJ	P68567	250	0
fieF	P69380	300	0
ykfJ	P75675	88	0
ybgQ	P75750	815	0
ybjS	P75821	337	1
racR	P76062	158	1
ydfW	P76164	49	0
ydiQ	P76201	254	0
yniB	P76208	178	0
atoE	P76460	440	0
pbpC	P76577	770	0
casB	P76632	160	0
fadJ	P77399	714	0
yfdG	P77682	120	0
queC	P77756	231	0
ygeF	Q46786	148	0
ygeP	Q46796	99	0
hcaT	Q47142	379	0
yqeL	C1P613	26	0
cynS	P00816	156	1
trpE	P00895	520	0
malF	P02916	514	0
era	P06616	301	1
vsr	P09184	156	0
uhpC	P09836	439	0
nfo	P0A6C1	285	0
pth	P0A7D1	194	1
tgt	P0A847	375	0
rimP	P0A8A8	150	1
uxaC	P0A8G3	470	0
slyD	P0A9K9	196	1
puuR	P0A9U6	185	0
iprA	P0AAP5	207	0
yeaV	P0ABD1	481	0
dcuC	P0ABP3	461	0
tolQ	P0ABU9	230	0
gloA	P0AC81	135	0
envR	P0ACT2	220	0
pykF	P0AD61	470	0
ygfZ	P0ADE8	326	0
nudJ	P0AEI6	153	0
hdeB	P0AET2	108	0
skp	P0AEU7	161	0
motB	P0AF06	308	0
mrp	P0AF08	369	0
ghoS	P0AF61	98	0
ycfH	P0AFQ7	265	0
yibH	P0AFV0	378	0
rho	P0AG30	419	0
sodC	P0AGD1	173	0
tesB	P0AGG2	286	0
insE5	P0CF70	99	1
yabR	P0DPM5	14	0
yqhI	P0DPP6	47	0
yqiM	P0DSG5	27	0
yhgP	P0DSG7	9	0
yicU	P0DSH5	19	0
ynhH	P0DUW2	64	0
hisA	P10371	245	0
moeA	P12281	411	0
glgX	P15067	657	0
purH	P15639	529	0
proS	P16659	572	1
pgpA	P18200	172	1
fic	P20605	200	0
pepQ	P21165	443	0
mrr	P24202	304	0
plsC	P26647	245	1
waaL	P27243	419	0
gltF	P28721	254	0
ftsN	P29131	319	0
thiH	P30140	377	0
yicL	P31437	307	0
yijO	P32677	283	0
yjbD	P32685	90	0
yehK	P33347	105	0
dsbD	P36655	565	0
hokA	P37305	50	0
iaaA	P37595	321	0
bcsE	P37657	523	0
chaC	P39163	231	0
yjhR	P39369	338	0
yjjX	P39411	170	0
yqjC	P42616	122	0
pitB	P43676	499	0
ubiU	P45527	331	0
ycjD	P45736	117	0
ymdF	P56614	57	0
gmk	P60546	207	1
queE	P64554	223	0
ubiT	P64599	174	0
yhdU	P64619	59	0
higA	P67701	138	0
ybiR	P75788	372	0
ymdA	P75917	103	0
ycfS	P75954	320	0
intE	P75969	375	0
ycgY	P76012	146	0
curA	P76113	345	0
bdm	P76127	71	0
ydiN	P76198	421	0
dmlR	P76250	307	0
dgcQ	P76330	564	0
cbeA	P76364	122	0
ynjD	P76909	217	1
tfaX	P77087	61	0
tfaR	P77163	191	0
ydjJ	P77280	347	0
fryA	P77439	831	0
yagH	P77713	536	1
rpnB	P77768	296	0
ddpX	P77790	193	0
mqsR	Q46865	98	0
norV	Q46877	479	0
hcaR	Q47141	296	0
yafP	Q47158	150	0
mmuM	Q47690	310	0
ykgN	Q79E92	112	0
dinQ	A5A624	27	0
ythA	A8DYQ1	41	0
malP	P00490	797	0
dapB	P04036	273	1
rsmA	P06992	273	0
aceB	P08997	533	0
alr	P0A6B4	359	0
clpX	P0A6H1	424	0
proB	P0A7B5	367	0
fnr	P0A9E5	250	0
pflA	P0A9N4	246	0
yccA	P0AAC6	219	0
sapD	P0AAH4	330	0
ftsH	P0AAI3	644	0
cdsA	P0ABG1	285	1
garR	P0ABQ2	294	0
folP	P0AC13	282	0
yejL	P0AD24	75	0
rsmD	P0ADX9	198	1
araE	P0AE24	472	0
barA	P0AEC5	918	0
glnP	P0AEQ6	219	1
hdeA	P0AES9	110	0
nuoN	P0AFF0	485	0
oxc	P0AFI0	564	0
wzzE	P0AG00	348	0
rhtC	P0AG38	206	0
rpsQ	P0AG63	84	1
mntS	P0DKB3	42	0
ugpC	P10907	356	0
bglG	P11989	278	0
fliN	P15070	137	1
panF	P16256	483	0
phnL	P16679	226	0
phnH	P16686	194	0
gutQ	P17115	321	0
add	P22333	333	0
cydC	P23886	573	1
hmp	P24232	396	0
scpA	P27253	714	0
thrP	P27837	461	0
yihN	P32135	421	0
tsuA	P33015	352	0
yeiG	P33018	278	0
yehM	P33349	759	0
yfiE	P33634	293	0
chpB	P33647	116	0
yhiJ	P37627	540	0
ghrB	P37666	324	0
idnK	P39208	187	0
yabQ	P39221	52	0
yjiH	P39379	227	0
nrdE	P39452	714	0
gntT	P39835	438	0
hrpA	P43329	1300	0
dcuD	P45428	455	0
ubiV	P45475	292	0
tsaC	P45748	190	0
yrdB	P45795	85	0
ykgL	P56257	75	0
wecF	P56258	359	0
srlA	P56579	187	0
ispU	P60472	253	1
lgt	P60955	291	1
lolB	P61320	207	0
ispH	P62623	316	0
lsrG	P64461	96	0
yhaI	P64592	118	0
yddM	P67699	94	1
ybcO	P68661	96	1
tatB	P69425	171	0
ytfE	P69506	220	0
wcaJ	P71241	464	0
wcaM	P71244	464	0
insO1	P75680	141	0
abrB	P75747	348	0
rcdA	P75811	178	1
ycaO	P75838	586	0
ghrA	P75913	312	1
flgA	P75933	219	0
ynaK	P76068	87	0
sufE	P76194	138	0
msrP	P76342	334	0
yfdQ	P76513	274	0
yfdE	P76518	381	0
yfgD	P76569	119	0
yqeK	P77136	141	0
citG	P77231	292	0
murR	P77245	285	0
hxpB	P77247	222	0
yfcV	P77288	187	0
mscK	P77338	1120	0
ydjH	P77493	315	0
yaiW	P77562	364	0
anmK	P77570	369	0
ylbH	P77759	236	0
ynfO	Q2EES0	77	0
ghxQ	Q46817	455	0
otnK	Q46889	388	1
ykfG	Q47685	158	0
yciZ	A5A614	57	0
gltX	P04805	471	1
pnp	P05055	711	1
ppdC	P08372	107	0
glgA	P0A6U8	477	0
hypA	P0A700	116	0
queA	P0A7F9	356	0
yihY	P0A8K8	290	0
matP	P0A8N0	150	0
xerC	P0A8P6	298	1
frdD	P0A8Q3	119	0
fliE	P0A8T5	104	0
plaP	P0AA47	452	0
exuT	P0AA78	432	0
ymgD	P0AB46	109	0
kbaY	P0AB74	286	0
atpA	P0ABB0	513	0
bolA	P0ABE2	105	0
eutM	P0ABF4	97	0
sdhD	P0AC44	115	0
hns	P0ACF8	137	1
cecR	P0ACU0	223	0
rutR	P0ACU2	212	0
fabR	P0ACU5	234	0
yecF	P0AD07	74	0
ampH	P0AD70	385	0
osmE	P0ADB1	112	0
yieE	P0ADM8	249	0
rlmM	P0ADR6	366	0
yhfG	P0ADX5	55	0
map	P0AE18	264	1
mog	P0AF03	195	1
ridA	P0AF93	128	1
oppC	P0AFH6	302	1
rutC	P0AFQ5	128	1
secE	P0AG96	127	0
proP	P0C0L7	500	0
insH10	P0CE57	326	0
insD3	P0CF55	301	0
yqfH	P0DPP4	23	0
baxL	P0DSH2	8	0
yoeJ	P0DUW3	16	0
fadL	P10384	446	0
chiA	P13656	897	0
fecB	P15028	300	0
prlF	P15373	111	0
cysS	P21888	461	1
waaC	P24173	319	1
ascG	P24242	336	0
ybgA	P24252	169	0
codA	P25524	427	0
cbrA	P31456	354	0
caiC	P31552	517	0
narP	P31802	215	0
menA	P32166	308	0
recT	P33228	269	0
yehL	P33348	362	0
yadN	P37050	194	0
menE	P37353	451	1
dlgD	P37672	332	0
fimI	P39264	179	0
epmB	P39280	342	0
idnT	P39344	439	0
znuB	P39832	261	0
nanT	P41036	496	0
yrbG	P45394	325	0
frlA	P45539	445	0
yhfW	P45549	408	0
proQ	P45577	232	0
yajI	P46122	179	0
ygfF	P52037	247	0
yfhL	P52102	86	0
yfjZ	P52141	105	0
fliK	P52614	375	0
csiE	P54901	426	0
truB	P60340	314	0
ribE	P61714	156	1
rffH	P61887	293	0
ynbE	P64448	61	0
ydcY	P64455	77	0
yncJ	P64459	76	0
ydhL	P64474	79	1
yghW	P64574	95	0
yheO	P64624	240	0
yjbJ	P68206	69	0
ybiX	P75779	225	0
ybiW	P75793	810	0
ycbV	P75860	171	0
ymfQ	P75982	194	0
ycjM	P76041	559	0
astE	P76215	322	0
yfdM	P76509	91	0
pdxY	P77150	287	0
ydeR	P77294	167	0
ydiP	P77402	303	0
cusS	P77485	480	0
ydjF	P77721	252	0
ygeQ	Q46797	264	0
ygbT	Q46896	305	0
rayT	Q47152	165	0
mgtS	A5A616	31	0
yobI	C1P604	21	0
ibsC	C1P615	19	0
rpoD	P00579	613	1
melB	P02921	473	0
kdpA	P03959	557	0
ilvA	P04968	514	0
aroD	P05194	252	0
srlD	P05707	259	0
topA	P06612	865	1
cheB	P07330	349	0
lacA	P07464	203	0
pstA	P07654	296	0
bglF	P08722	625	0
xthA	P09030	268	0
ubiB	P0A6A0	546	0
fabZ	P0A6Q6	151	1
trpB	P0A879	397	0
yqiA	P0A8Z7	193	0
mreB	P0A9X4	347	1
ybhL	P0AAC4	234	0
rarA	P0AAZ4	447	0
ccmH	P0ABM9	350	0
ytfH	P0ACN2	126	0
yeaG	P0ACY3	644	0
cusR	P0ACZ8	227	0
yfdO	P0AD35	122	0
yibA	P0ADK6	280	1
cpxP	P0AE85	166	0
dsrB	P0AEG8	62	0
rseP	P0AEH1	450	0
rimO	P0AEI4	441	1
fucU	P0AEN8	140	0
galP	P0AEP1	464	0
gltJ	P0AER3	246	0
yjbB	P0AF43	543	0
ogt	P0AFH0	171	0
perM	P0AFI9	353	0
ppiA	P0AFL3	190	0
mepM	P0AFS9	440	0
spoT	P0AG24	702	0
sbp	P0AG78	329	0
insC3	P0CF42	121	0
insD1	P0CF53	301	0
ymgL	P0DPN9	36	0
yddY	P0DPO6	13	0
ynfT	P0DPO8	37	0
speFL	P0DTV7	34	0
moeB	P12282	249	0
malQ	P15977	694	0
hycC	P16429	608	0
selD	P16456	347	1
insK	P19769	283	0
kdpE	P21866	225	0
prc	P23865	682	0
yebB	P24238	200	0
yhdE	P25536	197	0
acs	P27550	652	0
dcd	P28248	193	0
yidF	P31443	165	0
dgoK	P31459	292	0
intA	P32053	413	0
yihQ	P32138	678	0
yjcS	P32717	661	0
yadV	P33128	246	0
yehQ	P33353	614	0
yejA	P33913	604	0
zapD	P36680	247	0
cspB	P36995	71	0
btuF	P37028	266	0
kdgK	P37647	309	0
yjgN	P39338	398	0
gspK	P45762	327	0
ygbF	P45956	94	0
scpB	P52045	261	0
rdgB	P52061	197	0
ratB	P52119	96	1
emrK	P52599	387	0
ydbH	P52645	879	0
gpmA	P62707	250	0
yaeH	P62768	128	0
fixC	P68644	428	0
pgaD	P69432	137	0
gsiC	P75798	306	0
amiD	P75820	276	1
ltaE	P75823	333	0
ybjX	P75829	330	0
zapC	P75862	180	0
ymfA	P75962	153	0
ydgD	P76176	273	0
arpB	P76205	157	0
yffS	P76550	269	1
yphF	P77269	327	0
ydiR	P77378	312	1
ydhU	P77409	261	0
rzpR	P77551	99	0
selO	P77649	478	0
hyfC	P77858	315	0
